labels	text
O O O O O O O O O O O O O O B_facility I_facility I_facility O B_facility O O O O O O O O	@paulwalk It 's the view from where I 'm living for two weeks . Empire State Building = ESB . Pretty bad storm here last evening .
O O O O B_other I_other I_other O O O O O	Gotta dress up for london fashion week and party in style !
O O O O B_sportsteam O O O O B_person I_person O	Cant wait for the ravens game tomorrow .... go ray rice !!!!!!!
O O O O O O O O O O O O O O O B_geo_loc O O O O O O O O O O O O O	Today I got a promotion at work , and tomorrow I 'm going home to Wisconsin for a few days . So content with life right now . )
O O B_geo_loc O O O O O B_other I_other O O O O O O O O O O O	What Do S.F. Rabbis Eat Before and After Yom Kippur ? We Asked Five to Enlighten Us ! via @SFoodie //bit.ly/aQrFUz
O O O O O O O B_geo_loc O O O O O O O B_person O B_product O O O O O	just about off work ! going to alderwood again ) yay . hopefully we got cody 's ipod in the mail today .
O O O O O O O O O B_product O B_company O O O O O O O O O O O O O O O O O O O	There 's a lot of people showing off their iPhones on facebook today , so &lt; so is at such a place , it 's really not that interesting ;o )
O O O O O O O O O O O B_geo_loc O	( RT @themaine Who is coming to the show tomorrow in Hawaii ?
O O O O O B_geo_loc O O O O O O O O O O O O O O O O O O O O	@Strigy got mine in bbt aintree today . Played table tennis on it in store ! V impressed . Did you get analogue controller 2 ?
B_company I_company I_company O B_other I_other I_other O O O O O O B_company O	Time Warner Cable Boycotting Epix Movie Channel Because It Did A Deal With Netflix //dlvr.it/5RgcL
B_person I_person O O O O O O O O O O O O O O O O O O	Soulja Boy | TheDeAndreWay . com - The DeAndre Way in stores Nov . 2 , 2010 //t.co/woAiLlZ via @SouljaBoy
B_person I_person O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Lindsay Lohan allegedly failed her drug test . So not fetch . Quick , let 's all put on our shocked faces that 23 days of rehab did n't work !
O O O O O B_person O O O O O B_tvshow O O O O	I have a strong hunch Adam will be a story on TMZ tonight . Gulp .
O O O O O B_musicartist I_musicartist I_musicartist O O O O O O O O O O O O O	Check this video out -- Three Days Grace - Break ( Official Music Video ) [ HQ ] //t.co/GOwCLQJ via @youtube
O O O O O B_person O O O O O O O O O O O O O O O O O O O O O	Wow .. saw pictures of Robert .... spent 2 1/2 years with him . Broke up 4 months ago &amp; I miss when we were perfect ..
O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_other O	@Terrysagirl love to , it 's iffy though , i don't wanna give up privacy for the guys . But after episode one , they should be on imdb ;)
O O B_musicartist O O B_musicartist O O O O B_musicartist I_musicartist O O O O O	Shows Tonight-Local Natives @TheMusicBoxLA , Primus @ClubNokia Marina&amp;Diamonds @ElReyTheatre , Mystery Jets @TheTroubadour ( via @TheScenestar )
O O O O B_product O O O O O O O O O O O O O O O O O O O O	@geek @borkware Somehow my iPad in Airplane mode with WiFi off has no problem connecting to internet . Time for a wipe or downgrade .
O O O O O O O O B_geo_loc O O O B_other I_other I_other I_other O O O O O	Just listened to a 24 y/o kid from japan who won the national flat picking championship flipping amazing r/l august rush
O O O O O O O O O O O O O O O O B_other I_other O O B_facility I_facility O O O	RT @ravenalexis Wanna meet me , @jessejane , @rileysteele , and @kayden_kross ? Come to the Body Heat signing at Hustler Hollywood Sep 23rd 8-10pm
B_movie I_movie I_movie O O O O O	Toy story 3 tonight on the lawn !
O O O O O O O O O O O O O B_geo_loc O	Apparently 40 days , 1 hour , 49 mins and 36 seconds to Doha ....
O O O O B_geo_loc O O O O B_facility I_facility O O O O O O O O O O O O O O O O O O O O O O	If you are in Belfast this weekend go to Botanic Gdns , for Taste N I , free food drink face painting etc . Should be good day out . Sat &amp; Sun
O O O O O O O O B_company O	Whats goin on ( in tally ) tonight twitter !!
O O O B_geo_loc O O O O O O O B_geo_loc O O	Beautiful day in Chicago ! Nice to get away from the Florida heat .
O O I_person O O O O O O O O O O O O O O O O B_facility I_facility O	A Hughie O'Donoghue painting , some great curvy pots and intricately illuminated Persian books .. time well spent in the Fitzwilliam .
B_person O O O O	Katie up 6-0 after 1st
O B_other O O O O O O O O O O O O O	On Thanksgiving after you done eating its #TimeToGetOut unless you wanna help with the dishes
O O O O O O O B_sportsteam O B_sportsteam O O O O O B_tvshow I_tvshow I_tvshow O	What is everyone watching this weekend ? Twins ? Vikings ? anyone going to see Friday Night Lights ?
O O O O O O O B_person I_person I_person O B_facility I_facility I_facility O B_geo_loc O B_geo_loc O	Looking for something to do tonight ? Samuel Savoirfaire Williams at Potbelly Lincoln Park in Chicago , IL //bit.ly/bKMFgi
O O O O B_other I_other I_other O O O O O	Gotta dress up for london fashion week and party in style !
O O O O O O O O O O O O O O O O O O O O O B_person O O O O O O	The day you left us was a day we lost a loved one . But we will never leave you , Michael . All our love forever .
O O O O O O O O O O O O O O O B_person I_person O B_person I_person O O O O O O O O B_company	today in a nutshell ; abusing blind people , seducing teachers , chinese takeaways , gatt holly , phil collins , the skin of a goblins nose , lush
O B_movie I_movie O O O O O O O O O O O B_person I_person O O O O O O	Watching The Room for like the fifth time . It 's a classic . Tommy WIseau is a genius . #theroom #tommywiseau
O O O O O O O O O O O B_person I_person O	@GaryLuvin still hot ... But excited about tomorrow going to see Lady Gaga )
O O O O O O O O O O B_company O O O O O O O O O O O O	Apparently #turningpoint has a hash-tag . And @RoundhouseLDN has a Twitter account . So with the formalities over ... see you tomorrow .
O O O B_person O B_person O O O O	Just casually stalking Cheryl AND Dermot tomorrow .... NO BIGGIE
O O O O O O B_musicartist I_musicartist O O	Is sad that she 's missing Cowboy Mouth tonight (
O O O O O O O O O O B_company O O O O O O O O O	i was surprised when she sent me a request on facebook ... we hadnt taLked in a few years (
O O O O O O O O O B_company O O O O O O O O O B_geo_loc O	does any one kno the right address to the walmart that @Treysongz is suppose to be at tomorrow in maryland ??
O O O O O O O B_person O O O O O O O B_other I_other I_other O O B_other I_other I_other O O O	"'I just got confirmed that me and Jorge will be playing 2 songs from "" The Devils Art "" at Words and Wine September ... //fb.me/AyezVfH3'"
O B_company O O O O O O O O O O O	dear youtube why does it take so long to upload a video gggrrrrr
B_person I_person O O O O O O O O O O O B_person I_person O	Willow Smith is not 9 years old .... she got that Lil Mama/ Benjamin Button disease
O O O O O B_other I_other O O O O O O O O	May everyone who is celebrating Yom Kippur have an easy and meaningful fast ! #notaboutbirthcontrol
O O O O O O O O O O O O O B_geo_loc O O O O O B_geo_loc I_geo_loc O O O O O O O O O	@poscas I said to him ' the impression I had of early 80s NYC was if you went to Central Park after dark you'd be lucky to come out alive'...
O O O B_geo_loc O O O O O O O O O O O B_movie I_movie I_movie O O O O O O O O O O O	@TomCruise I'm from Brazil .... and I love you . You're my favorite actor ! Knight and Day is so cool ... My dream is to meet you !
B_facility I_facility I_facility O O O O O O O O O O O O O O O O O O O O B_geo_loc O	Good Day Sunshine //bit.ly/cK4PB8 is available to rent off season ! Great surfing , fishing , hot-tubbing ! I &lt; 3 fall in Rodanthe @OBXcom
O O B_other B_person O O O O O O O B_person I_person O O O O O O O O O O O O O O	watching the VMAs Eminem is BeAsT and is smexy !!; )And Chelsea Handler is hilarious ! Finally got a boyfren he gave me the cutest thing today
B_person I_person O O B_person I_person O B_sportsteam I_sportsteam O O O O	Don Mattingly will replace Joe Torre as LA Dodgers manager after this season
O O O O O O O O O B_person O O	@sardesairajdeep I can see three kinds of reactions after Ayodhya verdict .
O O B_person O O O O O O O O O O O O O O O O O O	@briancag &quot;' Brian .' Isn't available right now ...&quot; hahahaha that 's what I hear when I call your saynow .
B_sportsteam I_sportsteam O O B_person I_person O B_person I_person O O O O O O O O O	Chicago Blackhawks general manager Stan Bowman said Cristobal Huet will be gone in two weeks ... //fan.ac/Ydv #NHL
O O O O O O O O O O O O O O O O O O O O O O O O O O O B_person O	Kristen is MY LIFE . She made me who i am today , I was a fucker before her , she fixed me . And so did Robert .
O O O O O O O O O O O O O O B_company O O O O O O	its friday . but instead of partying or doing homework . I'm going to tumblr for a bit and sleep XD
O O O B_company O O O O O O O	@mynameisraven get on skype or ichat when you see this .
O O O O O O O O O B_geo_loc O O O O O O O O O	i'm off to bed ! tomorrow i'll go to Nijverdal and meet @ElineEpica there , on her sweeeet16 #partyyy
O O O O O O O O B_geo_loc O O O O O O O O O O O O O O O O O	@TheTiniestVole It is . It 's getting across London that 's the killer . Still miss it , though . Lived there for 20 years .
B_geo_loc I_geo_loc O O O O O B_facility O	NEW ORLEANS ! - Tonight @damionyancy at Republic !
O O O O B_other I_other O O O O	Did @kanyewest drop his Good Friday song yet today ?
B_geo_loc O O O O O O O O O O O O O O O O O O	estonia tomorrow with @MyiaOnFyia and the rest of our team ! ready for some good practice games ! )
O O O O O B_person O O O O O O O O O O B_other O O O O O O B_company	&quot; I gotta admit , Alex sounds hot when he talks in spanish during the ' Alejandro ' Cover &quot; -via someone 's tumblr
O O O O O O O O O B_facility I_facility O O O O O B_geo_loc O O O O O O O O O O O O O	Change of Plans on Saturday ! We'll be @ Glover Park farmers market , 9-1 in DC . Come by and try some old favorites &amp; crazy new flavors !
O O O B_person O B_person O O O O O O O O O O O O O O O O O O O O O O	@planetjedward were 's John and Edward ... there Tweets make my day ... now what am i supposed to do ' ( COME BACK TO USSS &lt; 3
O O O O O O B_person O O O O O O O O O O O O O O O O O O O O O O O O	@XrisLastRights yep well .. i know mcfly told me they were going to come back here when i met em ' but anyway ) so , how was your day ?
O O O O O O O O O O O O O O O O O B_geo_loc O O O O O O O O O O O O	what to do , what to do ... gross sushi for dinner but time with family from delaware , or leftover pizza and alone time to write and relax .
O O O O O O O O O O O O O O O O O O B_person O B_person O	Thanks to all who tuned in to my show on //kplu.org the last two days . Ending with Herbie &amp; Freddie !
O O B_company O O O O O O O O	WIN FREE PAMPERS FOR A YEAR !!! And more ... //nblo.gs/80qJu
O O B_sportsteam O O B_sportsteam I_sportsteam I_sportsteam O O O O O O O O O O O O O O O O	RT @robmoysey Eyeopener vs . Ryerson Quidditch team this Sunday at 4 p.m. Anyone know where to get cheap brooms ? #Ryerson @RUQuidditch #Rams
B_person I_person O O O O O O O O O O O O O O O O O O O	Soulja Boy | TheDeAndreWay . com - The DeAndre Way in stores Nov 2 , 2010 souljaboytellem-iga.ning.com via @SouljaBoy ! #Blessed
B_person O O O O O O O O O O O O O O O O O O O O O O O O O O O	Stephen , the Intellectual . @bbhess I bet ppl that design book covers for a living hate when people say do n't judge a book by its cover
O O O O O O O O O O O O O O O O O O O O O O O B_person I_person O O	When you know what you want , and want it bad enough , you will find a way to get it . - Jim Rohn RT @TheSCICoach
O O O O B_person O O B_geo_loc O O O O O O O O O O	last day of sorting pope visit to birmingham stuff out ..... hope it goes ok on sunday !!
O O O O	nightmare before christmas !!!
O O B_product O O O O O O O O O O O O O O O O O O O O O O O O	Lots of Merlot on Thursday night means tired London Ladies are in bed by 23.19 on the Friday . Listening to the arts show on @BBCRadio4 .
O O O O O O O O B_person O B_geo_loc O O O O O	@bookpage We should 've scheduled a meeting with Trisha in Paris for this week ... #deau
O O O O O O O O O O O O O O O O O O O O O O O O B_person O O O O O O B_movie O O O	The Town might be one of the best movies I have seen all year . So , so good . And do n't worry Ben , we already forgave you for Gigli . Really .
O O B_company O O O O O O O O B_product I_product O	//bit.ly/aTTQYq When Pepsi to ring usually confirm to , winning a Nokia 5800 ?
O O O O B_tvshow I_tvshow O O O O O O O O O O O	Just tried to watch The Inbetweeners for the first time , not entirely sure about it .
O B_product I_product O O O O O O	Peace green tea time !! Happyzone !!!! ) ))))
O O O O O O O O O B_person I_person O O B_tvshow	In bed watching Day 51 HLs . ( Awaiting Marcus Bentley ! ) #BB11
O O O O O O O O O B_company O O O O O O O O O O O O O O O O	I got a very , very fun item from FedEx today . I'm so excited to add it to my demo bag ! #PassionParties . #WAHM
O B_tvshow O O O O O O O O O O O O O O O O O O O O O O O O	@Maike_84 Flikken is geweldig ! Ik kan niet wachten tot de nieuwe serie in november .. (geloof ik ) Dit jaar alles gezien via uitzendinggemist .
O O O O O O O O O O O O O B_sportsteam I_sportsteam O O	before the season even starts i will not respond to any new found miami heat fans ...
O O O O O O O O O O O O O O B_facility I_facility O B_musicartist O O B_geo_loc O B_musicartist O B_musicartist O	IF YOU HAVEN'T HEARD ... THERE IS AN AMAZING SHOW GOING ON TONIGHT AT JANNUS LIVE ... SUENALO ! FROM MIAMI W/ SHAKEMODE AND INDIGENOUS ...
O O O O O O O O O O O B_geo_loc O	( RT @themaine Who is coming to the show tomorrow in Hawaii ?
O O O O O O O O B_company O O O O O O	This is one of my favorite days on twitter ever . @radhallman and @foofmcewan kudos
O O O O O B_geo_loc O O O O O O O O O O O O O O O O O O O O	@Strigy got mine in bbt aintree today . Played table tennis on it in store ! V impressed . Did you get analogue controller 2 ?
O O O O O O O O O O O O B_facility I_facility O B_other I_other O B_geo_loc I_geo_loc O O B_geo_loc O O	Performing on Thursday , Sept . 23 at 00 a.m. in the Student Centre at Centennial College ( Progress Campus ) in Scarborough . @ccsai
O O O B_company O O B_person O B_other I_other I_other I_other O O B_geo_loc O O O O	"I favorited a YouTube video -- Yoav "" We All Are Dancing "" ( Copenhagen March 2010 ) //youtu.be/xi8qJ3IKK8U?a"
O O O B_company O O O O O O O O O O O	havent been on facebook for a day . go on and have 0 notifications #foreveralone
O O O O B_person O B_person O O	@HeartLessVick Lol , was george with carmen today ;D
B_person I_person O O O O O B_other I_other I_other O O O O O O O O O	Soulja Boy | TheDeAndreWay . com - The DeAndre Way in stores Nov 2 , 2010 //t.co/ifJBMTR via @SouljaBoy
O O O O B_person I_person O O O O O O O O O O O O O O O O O	of my days like paris hilton doing blowjobs on camera to earn enough money to feed my angry birds habbit until i die
B_person I_person O O O O O O O	Anja Rubik Model in Lingerie of the Day //f.ast.ly/DCaEM
O O O O O O O O O O O O O B_company O O O O O O O O O O O O O O	""" In business , Tuesday is usually the most productive day . For Twitter , is when people tweet the most "" - Ironic , isn't it ?"
O O O O O O O O O O O O O O O O O O O O B_person I_person O	""" Count your age by #friends , not years . Count your life by #smiles , not tears ."" #quote John Lennon #quotes"
O O O O O O O O O O O O O O O O O B_geo_loc O O O	Fuckk man ! I fuckinn missed @yelyahwilliams concert ( #shizz ! I wonder if they're coming to Arizona next year ??
O O O O O O O O O O O O O O O B_geo_loc O O O O O O O O O O O	Why do that to begin with ? lols . @mggykills @dieSIBdie When on vacation in Cebu , you do not sniff your roommate 's boxers . #rulesbetweenmen
O O O O O O O O O O O O B_company I_company O O O O O O O O O O O O O	Oh wow . After like half a year of misaddressing them , Game Informer FINALLY corrected my label printing issues . Hope this one 's good .
O O O O O O O B_person O O	party today &lt; 3 ) happy birthday florence &lt; 3
O O O O O O O O O O B_other I_other O O O O	@LesColyer Who do you film for ? I was on SKY news 2 weeks ago #checkmeout
O O O O O O O O B_geo_loc O O O O O O O O O O O O O O O	Lines for Tonight 's game 00 pm at Burnaby 8Rinks . Please note , these are not the lines for showering tonight ! //twitpic.com/2pducs
O O O B_person O O O O O O O O O O O O O	Hurry up ! Brandy will be Leaving in 2 days ! - #Eskorte and #Massasje i #Norge
O O B_product I_product O O O O O O O O O O O O O O O O O O O O O O O	was on club penguin with @twilightmarisa till she decided to log of to go bed and leave me loool reminded me of my old cp days lol
O O O O O O O O O O O O O O O B_product O O O O B_product O O O O O O O	"Doing "" spring cleaning "", found photo storage tank that is 5x size of my iPhone with less capacity than iPhone4 ... 4 years old , technology !"
O O O O O O O O O O O O O B_company O O O O O O O O O O O O	Next time you'll show restraint you don't get another chance life is no nintendo game but you lied again now you get to watch her leave
O B_person O O O O O O O O O O O B_company O O O O O O O O O O O O O O O O	@davidcushman David , I just realised the other day you're no longer at Brando ? How come ? Doing your own thing ?! ( ps yeah it sucks ! )
O O O O O O O O O O O O B_facility I_facility O O O O O O O O O O	RT @hificlub Come get your blood flowing with @waxromeo &amp; @fordinho at The Heartbeat tonight , or as we call it Hide-and-Go Sikh !
O O O O O O O O B_movie O O O O B_person I_person O O O B_movie I_movie O O O B_movie I_movie I_movie O O O B_person I_person O	"At 7pm we'll show the Awarded movie "" Agora "" by Spanish director Alex Amenabar who directed "" Mar Adentro "" ( "" The Sea Inside "" ) . W/Rachel Weisz ."
O O O O O O O O O O O O O O O O O O O O O B_company O O O O O O O O O O O B_company O	U accused me of doin something . So u ain't talkin to me till Wednesday . Ok . Imma get on twitter since u say I did . Now u mad I'm on twitter !
O O B_company O O O O O O O	dude got gucci symbol tatted all over his face //mediacheckout.blogspot.com/2010/09/nuh-uhhhhhhh-yesterday-we-showed-you.html
O O O O O O O O B_product O O O O O O O	@JusSimplyMee I think i'm going to start buying chipotle for ONE lucky girl every week lol
O O O B_company O O O O O O O O O O O O O O O O O O	Just changed my twitter background , check it out ! Found it at //twitrounds.com .. September 17 , 2010 , 52 pm
O O O O O B_tvshow I_tvshow O O O O O O O O O O O O O O O O O	Check this video out -- General Hospital Spoilers Week 9-27-10 &amp; 10-4-10 //t.co/GciGiuz via @youtube .. ahhh OMG ! Can't wait to see this
O O O O O O O O O O O B_geo_loc O O O B_geo_loc O O O O O O O O O O O	It 's the fescue turf grass aeration &amp; overseeding season for Atlanta &amp; N . Georgia . Do some evaluation &amp; planning beforehand , there 's time
O O O O O O O O O O O O O O O O O O O B_person O	Haha watching @littleradge ' s first blog . &quot; Probably won't keep it up &quot; You lied big time Liam !
O O B_company O O O O O O O O O O	Not much Twitter action here tonight or morning from you southern lot .
O O O O O O O B_person O O O O O O O O O O O O O O O O O O O O O O O O	Goodnight twitterland !! seee you tomorrow ) Michael I love you more than my life ... the biggest kiss for you my love !!! D L . O . V . E
O O O B_sportsteam O O O O O O O O O O O O O O O O O O O B_geo_loc I_geo_loc O	Let 's go Yanks ! Sad that I can't go to the game tonight ... but super excited to spend the weekend in Happy Valley !
O O O B_person O B_other I_other O O O O O O O O O O O O O O O	"'On set filming Chris "" Rainy Days "" video . This is the final scene then we can finally edit it .'"
O O O O O O O O O O O O B_person O O O O O O O	Ew wait baq da fuq up . I have to look after Michael and his friend ... JOY . -___-op
O O O B_company O O B_other O B_musicartist I_musicartist O	I favorited a YouTube video -- Water by Testing Tomorrow //youtu.be/htAM7lgcelw?a
B_sportsteam I_sportsteam O O O O O O B_geo_loc O O O O	Cleveland Browns ( Official Site ) &gt; &gt; Delhomme doubtful for Sunday //buzztap.com/-tgXgig
O O O B_person I_person O O O O O O O O O O O O O O O O O O O O O O O	OH-OH It seems Lindsay Lohan maybe be heading back to jail . The actress has failed a court mandated drug test &amp; could face 30 days in prison
O O O O B_company O O O	So tired .. Goodnight twitter ! tty tomorrow
O O B_company O O O O O O O O O O O O O O O O O	Why is twitter dead ? Oh yeah , that 's right , other people have lives on Friday nights .
O O O O O O O O O O O O O O O O O O O B_person O B_person O O O O O B_person O O O O	I was rotfl at lunch today . xD My BFF &amp; I sat next to these 2 boys , Shane &amp; Jonah . And this girl , Claire . ( cont )
O O O B_geo_loc I_geo_loc O O O O O O O O O O O O B_geo_loc O O O	A week in New Jersey , of all places , and I never want to hear a *Boston* accent again .
O O O O O B_geo_loc O O O B_musicartist I_musicartist O O O B_musicartist O B_musicartist I_musicartist O O O O O O O	A Twisted two nighter in London NOVEMBER 18 ... Younger Brother ( Live) , Shpongle ( Simon Posford DJ set ) and other ... //fb.me/Hqwb7kzG
O O O I_sportsteam I_sportsteam O B_sportsteam I_sportsteam O O O O O O O O O O	#futbol &gt; Newcastle Jets Youth v AIS U21 @ 18 Sep 00 - precios actualizados ! //bit.ly/dBJacr #apuestas
